Lambda,Motor,Battery,Diameter,Root Chord,Tip Chord,Root Pitch,Tip Pitch,Airfoil,WeightedObj,ConstraintG,Flight Time [hr],Thrust to Weight
0.1,3800.0,1.0,0.11173637716145596,0.019799999997564398,0.0099,9.585089162344811,4.399792187149648,8.31667308634835,-2.9696388032034218,-5.502723463696656,0.18964217901459263,7.002723463696656
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.0184187135919339,0.0088979858892775,10.0,4.00011389907258,8.31667308634835,-2.3796950335519282,-4.306633192642589,0.23222212727155608,5.806633192642589
0.1473684210526316,3800.0,1.0,0.1035227283397574,0.0184187135919339,0.0088979858892775,10.0,4.00011389907258,8.31667308634835,-2.3796419506683377,-4.306491271136176,0.2322306603303269,5.806491271136176
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.018418728493095095,0.0088979858892775,10.0,4.00011389907258,8.31667308634835,-2.379642050548077,-4.3064915037091405,0.23223068240259281,5.8064915037091405
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.0184187135919339,0.008898000790438693,10.0,4.00011389907258,8.31667308634835,-2.379642528620952,-4.30649276361791,0.2322306257525712,5.80649276361791
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.0184187135919339,0.0088979858892775,10.000000014901161,4.00011389907258,8.31667308634835,-2.3796413693778207,-4.306489734814242,0.2322307340728412,5.806489734814242
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.0184187135919339,0.0088979858892775,10.0,4.000113913973741,8.31667308634835,-2.379641372741993,-4.306489743459764,0.23223073391801669,5.806489743459764
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.0184187135919339,0.0088979858892775,10.0,4.00011389907258,8.31667308634835,-2.3796413636432576,-4.306489720121598,0.2322307342875275,5.806489720121598
0.1473684210526316,3800.0,1.0,0.1035227283397574,0.0184187135919339,0.0088979858892775,10.0,4.00011389907258,8.31667308634835,-2.3796419505875694,-4.306491270920262,0.23223066034328016,5.806491270920262
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.018418728493095095,0.0088979858892775,10.0,4.00011389907258,8.31667308634835,-2.379642050548077,-4.3064915037091405,0.23223068240259281,5.8064915037091405
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.0184187135919339,0.008898000790438693,10.0,4.00011389907258,8.31667308634835,-2.379642528620952,-4.30649276361791,0.2322306257525712,5.80649276361791
0.1473684210526316,3800.0,1.0,0.1035227134385962,0.0184187135919339,0.0088979858892775,10.000000014901161,4.00011389907258,8.31667308634835,-2.3796413693778207,-4.306489734814242,0.2322307340728412,5.806489734814242
